Regime,Duty Cycle (%),Final Loss,Training Time (s),Loss vs Baseline (%)
Continuous,100.0,0.01166454516351223,114.27296090126038,0.0
Passive,50.0,0.012350352481007576,73.74255323410034,5.879417567352857
Active,50.0,0.014982802793383598,52.16820740699768,28.44738121681061
